Source,SetNum,Year,Month,Day,HoursSoak,MinDepth,MaxDepth,StatArea,SubArea,GeogLoc,startLAT,startLONG,endLAT,endLONG,TrapSpacing,Comment,Sex,WidthNotch,WidthSpine,Marks,Observation,GearCode,TrapNum,TrapType,TrapUsability,Species
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,3,61,,13,,51,1,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,3,50,,11,,51,1,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,3,97,,,,51,1,,0,XLA
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,110,,,,51,1,,0,XLA
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,115,,,,51,1,,0,XLA
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,3,41,,,,51,1,,0,XKE
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,84,,11,,51,2,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,3,56,,13,,51,2,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,66,,11,,51,2,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,67,,11,,51,2,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,3,115,,,,51,2,,0,XLA
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,56,,11,,51,3,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,3,40,,14,,51,3,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,71,,11,,51,4,,0,XMB
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,3,94,,,,51,4,,0,XLA
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,143,,,,51,5,,0,XLA
GL,4,2022,6,15,23,-1.4,-0.8,23,9,mayne,48.97452,-125.2901,48.97473,-125.2907,10,,1,155,,,,51,5,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,85,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,103,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,105,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,103,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,91,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,132,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,132,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,105,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,93,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,73,,,,51,1,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,148,,,,51,2,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,136,,,,51,2,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,127,,,,51,2,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,118,,,,51,2,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,140,,,,51,2,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,147,,,,51,2,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,110,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,103,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,115,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,148,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,132,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,127,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,102,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,98,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,132,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,91,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,85,,,,51,3,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,3,103,,,,51,4,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,135,,,,51,4,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,158,,,,51,4,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,144,,,,51,5,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,1,141,,,,51,5,,0,XLA
GL,5,2022,6,15,23,-0.9,-0.2,23,9,mayne,48.97538,-125.2894,48.97558,-125.29,10,,,,,,,51,6,,18,848
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,157,,,,51,1,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,151,,,,51,1,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,129,,,,51,2,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,80,,11,,51,3,,0,XMB
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,73,,11,,51,3,,0,XMB
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,79,,11,,51,3,,0,XMB
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,58,,,,51,3,,0,XKE
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,158,,,,51,3,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,146,,,,51,3,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,138,,,,51,3,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,3,115,,,,51,3,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,3,125,,,,51,3,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,149,,,,51,3,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,123,,,,51,4,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,3,100,,,,51,4,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,68,,13,,51,5,,0,XMB
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,149,,,,51,5,,0,XLA
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,1,53,,11,,51,6,,0,XMB
GL,6,2022,6,15,23,-1.1,-0.7,23,9,mayne,48.97507,-125.2893,48.97467,-125.2896,10,,3,109,,,,51,6,,0,XLA
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,1,65,,11,,51,1,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,1,53,,11,,51,1,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,3,53,,13,,51,1,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,1,54,,11,,51,1,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,3,57,,11,,51,2,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,3,75,,11,,51,3,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,,,,,,51,4,,15,848
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,1,69,,11,,51,5,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,3,53,,14,,51,5,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,1,75,,13,,51,5,,0,XMB
GL,7,2022,6,16,25,-0.2,0.5,23,10,pipestem,49.03927,-125.201,49.03905,-125.2015,10,,3,66,,13,,51,6,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,75,,11,,51,1,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,54,,14,,51,1,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,75,,14,,51,3,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,66,,11,,51,3,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,62,,12,,51,3,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,67,,14,,51,3,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,100,,,,51,4,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,77,,13,,51,3,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,80,,11,,51,3,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,75,,,,51,3,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,69,,14,,51,4,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,82,,,,51,4,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,84,,,,51,4,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,87,,,,51,4,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,95,,,,51,4,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,82,,,,51,4,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,87,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,90,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,83,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,93,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,80,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,92,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,4,75,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,96,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,92,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,87,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,79,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,86,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,95,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,92,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,77,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,95,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,76,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,75,,,,51,5,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,79,,14,,51,6,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,56,,12,,51,6,,0,XMB
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,79,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,92,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,89,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,80,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,105,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,91,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,1,89,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,78,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,3,68,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,5,65,,,,51,6,,0,XKE
GL,8,2022,6,16,24,-0.5,2.6,23,10,pipestem,49.03902,-125.2021,49.03893,-125.2027,10,,,,,,,51,2,,16,848
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,3,66,,14,,51,1,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,3,68,,11,,51,1,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,1,56,,11,,51,2,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,1,42,,12,,51,2,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,1,54,,11,,51,3,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,1,77,,11,,51,3,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,1,74,,11,,51,3,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,1,82,,11,,51,3,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,1,76,,11,,51,3,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,3,66,,14,,51,3,,0,XMB
GL,9,2022,6,16,24,-0.7,-0.2,23,10,pipestem,49.03868,-125.2026,49.03848,-125.2031,10,,1,96,,,,51,3,,0,XKE
